識別番号,頻出度,分野,頁,正誤1,問題番号,文章,漢字,読み,送り仮名,補足
2434,B,e書き取り,①,,10,呆気にとられて立ちすくむ。,呆気,あっけ,,
2435,B,e書き取り,①,x,11,恰も真昼のように明るかった。,恰,あたか,も,
2436,B,e書き取り,①,,12,爽快な気分で散歩に出かける。,爽快,そうかい,,
2437,B,e書き取り,①,,13,聴衆の心を鷲摑みにする。,鷲摑,わしづか,む,
2438,B,e書き取り,①,,14,秘書として敏捷に動く。,敏捷,びんしょう,,
2439,B,e書き取り,①,,15,妹の図々しさに啞然とする。,啞然,あぜん,,
2440,B,e書き取り,①,x,16,迂遠な言い回しで真意が不明だ。,迂遠,うえん,,
2441,B,e書き取り,①,,17,娘の頑是ない笑顔に心が安まる。,頑是,がんぜ,,
2442,B,e書き取り,①,x,18,暗渠排水を施した区画だ。,暗渠,あんきょ,,
2443,B,e書き取り,①,x,19,村はずれの大杉に纏わる伝説だ。,纏,まつ,わる,
2444,B,e書き取り,①,,20,姑息な手段で悪評を買う。,姑息,こそく,,
2445,B,e書き取り,①,,21,脆弱な体質を憂える。,脆弱,ぜいじゃく,,
2446,B,e書き取り,①,x,22,北海道は馬鈴薯の産地だ。,馬鈴薯,ばれいしょ,,
2447,B,e書き取り,①,x,23,鼎立する三国を描いた小説だ。,鼎立,ていりつ,,
2448,B,e書き取り,①,x,24,星々が夜空に燦然と輝く。,燦然,さんぜん,,
2449,B,e書き取り,①,,25,太陰暦は月の盈虚を基にする。,盈虚,えいきょ,,
2450,B,e書き取り,①,,26,筋肉を弛緩させる動作を習う。,弛緩,しかん,,
2451,B,e書き取り,①,,27,歪な形状の土地だ。,歪,いびつ,,
2452,B,e書き取り,①,x,28,箆でお好み焼きを切り分けだ。,箆,へら,,
2453,B,e書き取り,①,x,29,子どもが母親に纏いつく。,纏,まと,う,
2454,B,e書き取り,①,,30,雨樋に落ち葉が詰まった。,雨樋,あまどい,,
2455,B,e書き取り,①,,31,爽やかな春の日射しを浴びる。,爽,さわ,やか,
2456,B,e書き取り,①,x,32,蔵は芳醇な酒の香に満ちていた。,芳醇,ほうじゅん,,
2457,B,e書き取り,①,x,33,馬蹄形をした立派な門構えだ。,馬蹄,ばてい,,
2458,B,e書き取り,①,x,34,隠し事はどこからか洩れるものだ。,洩,も,れる,
2459,B,e書き取り,①,x,35,西洋思想を民衆に啓蒙する。,啓蒙,けいもう,,
2460,B,e書き取り,①,x,36,退嬰的な風潮を憂える。,退嬰,たいえい,,
2461,B,e書き取り,①,,37,間隙を縫って一矢報いた。,間隙,かんげき,,
2462,B,e書き取り,①,,38,古代都市の痕跡を辿る。,痕跡,こんせき,,
2463,B,e書き取り,①,x,39,持病が薬餌療法で治癒した。,薬餌,やくじ,,
2464,B,e書き取り,①,x,40,滞在期間は半年乃至一年だ。,乃至,ないし,,
2465,B,e書き取り,①,x,41,意外な発言に啞然とした。,啞然,あぜん,,
2466,B,e書き取り,①,,42,監督の采配に不満を持つ。,采配,さいはい,,
2467,B,e書き取り,①,,43,勿論送料は無料です。,勿論,もちろん,,
2468,B,e書き取り,①,,44,蕨はシダ植物に属する。,蕨,わらび,,
2469,B,e書き取り,①,,45,口内炎に効く軟膏を処方された。,軟膏,なんこう,,
2470,B,e書き取り,①,,46,先輩を凌ぐ成績を残す。,凌,しの,ぐ,
2471,B,e書き取り,①,,47,一瞥して無理だと思った。,一瞥,いちべつ,,
2472,B,e書き取り,①,,48,母から珊瑚の指輪を贈られる。,珊瑚,さんご,,
2473,B,e書き取り,①,,49,完成までは前途遼遠だ。,遼遠,りょうえん,,
2474,B,e書き取り,①,,50,教師冥利に尽きるできごとだ。,冥利,みょうり,,
2475,B,e書き取り,①,,51,叔母は夫の放蕩癖に悩まされた。,放蕩,ほうとう,,
2476,B,e書き取り,①,x,52,和室の襖を張り替える。,襖,ふすま,,
2477,B,e書き取り,①,,53,常套句ばかりの文章だ。,常套,じょうとう,,
2478,B,e書き取り,①,x,54,時代の趨勢には逆らえない。,趨勢,すうせい,,
2479,B,e書き取り,①,,55,海辺の洞窟を探検する。,洞窟,どうくつ,,
2480,B,e書き取り,①,,56,贋作を見破った。,贋作,がんさく,,
2481,B,e書き取り,②,,1,嬰児は母に抱かれるや泣きやんだ。,嬰児,えいじ,,
2482,B,e書き取り,②,,2,澱粉は体内で分解吸収される。,澱粉,でんぷん,,
2483,B,e書き取り,②,,3,民間の薬餌療法が効いたようだ。,薬餌,やくじ,,
2484,B,e書き取り,②,,4,迂遠な手段で時間を無駄に費やす。,迂遠,うえん,,
2485,B,e書き取り,②,x,5,心を落ち着かせて独り思惟する。,思惟,しい,,
2486,B,e書き取り,②,x,6,義俠心に富み人望が厚い。,義俠心,ぎきょうしん,,
2487,B,e書き取り,②,,7,五日乃至六日で完成させよう。,乃至,ないし,,
2488,B,e書き取り,②,x,8,職員会議で激しく駁した。,駁,ばく,する,
2489,B,e書き取り,②,,9,収穫した葱を市場へ出荷する。,葱,ねぎ,,
2490,B,e書き取り,②,,10,木製の靴箆で革靴を履く。,靴箆,くつべら,,
2491,B,e書き取り,②,,11,蕨も芽吹く春になった。,蕨,わらび,,
2492,B,e書き取り,②,,12,事故の犠牲者に黙禱を捧げた。,黙禱,もくとう,,
2493,B,e書き取り,②,x,13,芳醇なワインの香を楽しむ。,芳醇,ほうじゅん,,
2494,B,e書き取り,②,,14,驚く勿れ千人以上が参加した。,勿,なか,れ,
2495,B,e書き取り,②,,15,筋肉が弛緩する。,弛緩,しかん,,
2496,B,e書き取り,②,,16,満腔の敬意を表する。,満腔,まんこう,,
2497,B,e書き取り,②,,17,テラスに陽光が燦燦と降り注ぐ。,燦燦,さんさん,,
2498,B,e書き取り,②,,18,猛禽類の生態を調べる。,猛禽,もうきん,,
2499,B,e書き取り,②,,19,借金して急場を凌いだ。,凌,しの,ぐ,
2500,B,e書き取り,②,x,20,政治家二人との鼎談に出席した。,鼎談,ていだん,,
2501,B,e書き取り,②,x,21,弛まぬ努力が実を結んだ。,弛,たゆ,む,
2502,B,e書き取り,②,,22,勿論喜んでお伺いします。,勿論,もちろん,,
2503,B,e書き取り,②,x,23,鷹揚に構えて進展を見守る。,鷹揚,おうよう,,
2504,B,e書き取り,②,,24,恩恵を蒙る。,蒙,こうむ,る,
2505,B,e書き取り,②,x,25,防壁が破れ一帯が土砂で塡まった。,塡,うず,まる,
2506,B,e書き取り,②,,26,史学より寧ろ文学に造詣が深い。,寧,むし,ろ,
2507,B,e書き取り,②,x,27,庶民の膏血を絞る悪税だ。,膏血,こうけつ,,
2508,B,e書き取り,②,,28,潮の干満は月の盈虚の影響だ。,盈虚,えいきょ,,
2509,B,e書き取り,②,,29,友人の妻は実によく喋る女性だ。,喋,しゃべ,る,
2510,B,e書き取り,②,,30,当時まだ頑是ない子どもだった。,頑是,がんぜ,,
2511,B,e書き取り,②,,31,時恰も八月十五日。,恰,あたか,も,
2512,B,e書き取り,②,,32,署長自ら采配を振るう。,采配,さいはい,,
2513,B,e書き取り,②,,33,脆弱な精神を鍛え直す。,脆弱,ぜいじゃく,,
2514,B,e書き取り,②,,34,蒸した馬鈴薯が好物だ。,馬鈴薯,ばれいしょ,,
2515,B,e書き取り,②,x,35,値段に拘わらず購入するつもりだ。,拘,かか,わる,
2516,B,e書き取り,②,,36,仰臥して休みをとる。,仰臥,ぎょうが,,
2517,B,e書き取り,②,,37,都心の川は暗渠になっている。,暗渠,あんきょ,,
2518,B,e書き取り,②,,38,敵陣の間隙をついて進撃した。,間隙,かんげき,,
2519,B,e書き取り,②,,39,姑息な考えを改めさせる。,姑息,こそく,,
2520,B,e書き取り,②,x,40,人形に緋縮緬の着物を着せる。,緋縮緬,ひぢりめん,,
2521,B,e書き取り,②,,41,三十分走ると流石にきつい。,流石,さすが,,
2522,B,e書き取り,②,,42,カーテンのすきまから灯りが洩れる。,洩,も,れる,
2523,B,e書き取り,②,x,43,舌鋒鋭く相手に迫った。,舌鋒,ぜっぽう,,
2524,B,e書き取り,②,x,44,敵を攪乱する戦法をとる。,攪乱,こうらん,,
2525,B,e書き取り,②,,45,呆気ないほど簡単に解けた。,呆気,あっけ,,
2526,B,e書き取り,②,x,46,這般の情勢により中止した。,這般,しゃはん,,
2527,B,e書き取り,②,,47,山海の珍味が食膳にのぼる。,食膳,しょくぜん,,
2528,B,e書き取り,②,,48,彼は物わかりのいい捌けた人だ。,捌,さば,く,
2529,B,e書き取り,②,,49,珊瑚礁の海で泳ぐ。,珊瑚礁,さんごしょう,,
2530,B,e書き取り,②,,50,役者冥利に尽きる言葉だ。,冥利,みょうり,,
2531,B,e書き取り,②,,51,友人を愚弄されて憤慨する。,愚弄,ぐろう,,
2532,B,e書き取り,②,,52,いきなり主将に抜擢された。,抜擢,ばってき,,
2533,B,e書き取り,②,x,53,学内の事情を知悉している人だ。,知悉,ちしつ,,
2534,B,e書き取り,②,x,54,五穀豊穣を祈る儀式だ。,豊穣,ほうじょう,,
2535,B,e書き取り,②,,55,颯爽と鞍に跨って出陣した。,跨,またが,る,
2536,B,e書き取り,②,x,56,鋸の目立てをする。,鋸,のこぎり,,
2537,B,e書き取り,③,x,1,戦火で財産が烏有に帰した。,烏有,うゆう,,
2538,B,e書き取り,③,,2,祭事は晴雨に拘わらず行う。,拘,かか,わる,
2539,B,e書き取り,③,,3,党内には三派が鼎立している。,鼎立,ていりつ,,
2540,B,e書き取り,③,x,4,合格を目指し能うかぎり勉強する。,能,あた,う,
2541,B,e書き取り,③,x,5,土砂で井戸が塡まった。,塡,うず,まる,
2542,B,e書き取り,③,x,6,労せずして泡銭を手に入れる。,労,ろう,する,
2543,B,e書き取り,③,,7,豪華な緋縮緬の衣装をまとう。,緋縮緬,ひぢりめん,,
2544,B,e書き取り,③,x,8,定款に事業内容を定める。,定款,ていかん,,
2545,B,e書き取り,③,,9,菱形の地積を測量する。,菱形,ひしがた,,
2546,B,e書き取り,③,,10,親友とお喋りを楽しんだ。,喋,しゃべ,る,
2547,B,e書き取り,③,,11,母は常に鷹揚に構えている。,鷹揚,おうよう,,
2548,B,e書き取り,③,x,12,雪の重みで鉄塔が傾いだ。,傾,かし,ぐ,
2549,B,e書き取り,③,,13,誰もが首肯できる話ではない。,首肯,しゅこう,,
2550,B,e書き取り,③,,14,目玉商品が忽ち売り切れた。,忽,たちま,ち,
2551,B,e書き取り,③,,15,チューブ入りの軟膏を買う。,軟膏,なんこう,,
2552,B,e書き取り,③,x,16,華僑が実業界で活躍する。,華僑,かきょう,,
2553,B,e書き取り,③,,17,旧版は新刊より寧ろ安い。,寧,むし,ろ,
2554,B,e書き取り,③,,18,優勝を狙って陸上の練習に励む。,狙,ねら,う,
2555,B,e書き取り,③,x,19,間然するところがない妙案だ。,間然,かんぜん,,
2556,B,e書き取り,③,x,20,修行僧が村内を托鉢して回る。,托鉢,たくはつ,,
2557,B,e書き取り,③,,21,引退してからは薬餌に親しむ日々だ。,薬餌,やくじ,,
2558,B,e書き取り,③,,22,強靱な精神力で乗り切る。,強靱,きょうじん,,
2559,B,e書き取り,③,x,23,惜しみない喝采が送られる。,喝采,かっさい,,
2560,B,e書き取り,③,,24,義賊として民衆から称えられた。,義賊,ぎぞく,,
2561,B,e書き取り,③,,25,売上金を拐帯して姿を晦ます。,拐帯,かいたい,,
2562,B,e書き取り,③,,26,彼の技術は流石に日本一だ。,流石,さすが,,
2563,B,e書き取り,③,,27,状況は怪しい相貌を呈する。,相貌,そうぼう,,
2564,B,e書き取り,③,x,28,孔雀が極彩色の羽を広げる。,孔雀,くじゃく,,
2565,B,e書き取り,③,x,29,宿敵を倒し後顧の憂いを断つ。,後顧,こうこ,,
2566,B,e書き取り,③,x,30,難事を従容と受け止める。,従容,しょうよう,,
2567,B,e書き取り,③,,31,父親譲りの朴念仁だ。,朴念仁,ぼくねんじん,,
2568,B,e書き取り,③,,32,幼児教育の裾野が広がる。,裾野,すその,,
2569,B,e書き取り,③,x,33,苦節十年漸く一人前になった。,漸,ようや,く,
2570,B,e書き取り,③,x,34,巨細となく事実を記録する。,巨細,こさい,,
2571,B,e書き取り,③,,35,納得できない主張に激しく駁した。,駁,ばく,する,
2572,B,e書き取り,③,x,36,短兵急に事を運ぶ。,短兵急,たんぺいきゅう,,
2573,B,e書き取り,③,,37,藤蔓は外壁の装飾に使われる。,藤蔓,ふじづる,,
2574,B,e書き取り,③,,38,会社の内情を知悉している。,知悉,ちしつ,,
2575,B,e書き取り,③,,39,部下の怠慢が上司の逆鱗に触れる。,逆鱗,げきりん,,
2576,B,e書き取り,③,x,40,簞笥に樟脳を入れる。,樟脳,しょうのう,,
2577,B,e書き取り,③,,41,人を愚弄するのも大概にしろ。,愚弄,ぐろう,,
2578,B,e書き取り,③,,42,舌鋒鋭く論戦を展開する。,舌鋒,ぜっぽう,,
2579,B,e書き取り,③,,43,新入生を主役に抜擢した。,抜擢,ばってき,,
2580,B,e書き取り,③,x,44,船長から操舵を任される。,操舵,そうだ,,
2581,B,e書き取り,③,,45,青年期の放蕩癖がたたる。,放蕩,ほうとう,,
2582,B,e書き取り,③,,46,這般の事情で製品を回収した。,這般,しゃはん,,
2583,B,e書き取り,③,,47,会談が歴史の分水嶺となる。,分水嶺,ぶんすいれい,,
2584,B,e書き取り,③,,48,遼遠なる前途に嘆息する。,遼遠,りょうえん,,
2585,B,e書き取り,③,x,49,一瞥をくれてそっぽを向いた。,一瞥,いちべつ,,
2586,B,e書き取り,③,,50,持ち前の敏捷さは健在だ。,敏捷,びんしょう,,
2587,B,e書き取り,③,,51,庭に水を撒いた。,撒,ま,く,
2588,B,e書き取り,③,,52,江戸時代の滑稽本を研究する。,滑稽,こっけい,,
2589,B,e書き取り,③,x,53,明日ご挨拶に伺います。,挨拶,あいさつ,,
2590,B,e書き取り,③,,54,手足が萎えたように力が入らない。,萎,な,える,
2591,B,e書き取り,③,,55,客間に鳥の剝製を飾る。,剝製,はくせい,,
2592,B,e書き取り,③,,56,人も羨むほどの恋仲だ。,恋仲,こいなか,,
2593,B,f故事・諺,①,x,1,煩悩も亦、是菩提なり。,菩提,ぼだい,,
2594,B,f故事・諺,①,x,2,前車の覆轍を踏む。,覆轍,ふくてつ,,
2595,B,f故事・諺,①,x,3,黄泉の路上老少無し。,黄泉,こうせん,,
2596,B,f故事・諺,①,x,4,惚れて通えば千里も一里。,惚,ほ,れる,
2597,B,f故事・諺,①,x,5,口吻花を生ず。,口吻,こうふん,,
2598,B,f故事・諺,①,x,6,紺屋の白袴。,紺屋,こうや,,
2599,B,f故事・諺,①,,7,胡蝶の夢の百年目。,胡蝶,こちょう,,
2600,B,f故事・諺,①,,8,蟹は甲羅に似せて穴を掘る。,蟹,かに,,
2601,B,f故事・諺,①,x,9,狐狸の精、尾を露す。,狐狸,こり,,
2602,B,f故事・諺,①,x,10,采薪の憂いあり。,采薪,さいしん,,
2603,B,f故事・諺,①,x,11,蠟燭は身を減らして人を照らす。,蠟燭,ろうそく,,
2604,B,f故事・諺,①,,12,新聞は社会の木鐸。,木鐸,ぼくたく,,
2605,B,f故事・諺,①,x,13,麻の中の蓬。,蓬,よもぎ,,
2606,B,f故事・諺,①,,14,喋る者は半人足。,喋,しゃべ,る,
2607,B,f故事・諺,①,x,15,戎馬を殺して狐狸を求む。,戎馬,じゅうば,,
2608,B,f故事・諺,①,,16,駿馬痴漢を乗せて走る。,駿馬,しゅんめ,,
2609,B,f故事・諺,①,,17,頭巾と見せて頬かぶり。,頭巾,ずきん,,
2610,B,f故事・諺,①,,18,井蛙は以て海を語るべからず。,井蛙,せいあ,,
2611,B,f故事・諺,①,,19,身から出た錆。,錆,さび,,
2612,B,f故事・諺,①,x,20,大姦は忠に似たり。,大姦,たいかん,,
2613,B,f故事・諺,①,,21,鷹匠の子は鳩を馴らす。,鷹匠,たかじょう,,
2614,B,f故事・諺,①,x,22,頂門の一針。,頂門,ちょうもん,,
2615,B,f故事・諺,①,,23,肘を曲げてこれを枕とす。,肘,ひじ,,
2616,B,f故事・諺,①,x,24,直諫は一番槍より難し。,直諫,ちょっかん,,
2617,B,f故事・諺,①,,25,鳳凰群鶏と食を争わず。,鳳凰,ほうおう,,
2618,B,f故事・諺,①,x,26,天機洩漏すべからず。,天機,てんき,,
2619,B,f故事・諺,①,x,27,能事畢われり。,能事,のうじ,,
2620,B,f故事・諺,①,,28,煎餅に金槌。,金槌,かなづち,,
2621,B,f故事・諺,①,x,29,破鏡再び照らさず。,破鏡,はきょう,,
2622,B,f故事・諺,①,x,30,柊の葉を門口にさせば鬼が来ぬ。,柊,ひいらぎ,,
2623,B,f故事・諺,①,,31,檜舞台を踏む。,檜,ひのき,,
2624,B,f故事・諺,①,x,32,雲雀高く上がれば晴れ。,雲雀,ひばり,,
2625,B,f故事・諺,①,x,33,枇杷を家の周りに植えるな。,枇杷,びわ,,
2626,B,f故事・諺,①,,34,蚊虻牛羊を走らす。,蚊虻,ぶんぼう,,
2627,B,f故事・諺,①,x,35,牡丹に唐辛子、竹に虎。,牡丹,ぼたん,,
2628,B,f故事・諺,①,x,36,鞠と手と歌は公家の業。,鞠,まり,,
2629,B,f故事・諺,①,,37,蓑笠を着て人の家に入らぬもの。,蓑笠,みのかさ,,
2630,B,f故事・諺,①,x,38,勿怪の幸い。,勿怪,もっけ,,
2631,B,f故事・諺,①,x,39,鵜の目鷹の目。,鵜,う,,
2632,B,f故事・諺,①,x,40,船に懲りて輿を忌む。,輿,こし,,
2633,B,f故事・諺,①,,41,闇夜に烏、雪に鷺。,闇夜,やみよ,,
2634,B,f故事・諺,①,,42,鯖を読む。,鯖,さば,,
2635,B,f故事・諺,①,x,43,幽明境を異にする。,幽明,ゆうめい,,
2636,B,f故事・諺,①,x,44,藍田玉を生ず。,藍田,らんでん,,
2637,B,f故事・諺,①,x,45,溜飲を下げる。,溜飲,りゅういん,,
2638,B,f故事・諺,①,x,46,匹夫も志を奪うべからず。,匹夫,ひっぷ,,
2639,B,f故事・諺,①,,47,梁上の君子。,梁,りょう,,
2640,B,f故事・諺,①,x,48,愛屋烏に及ぶ。,屋烏,おくう,,
2641,B,f故事・諺,①,x,49,遠慮なければ近憂あり。,近憂,きんゆう,,
2642,B,f故事・諺,①,x,50,家貧しくて孝子顕れ、世乱れて忠臣を識る。,孝子,こうし,,
2643,B,f故事・諺,①,x,51,河童の寒稽古。,寒稽古,かんげいこ,,
2644,B,f故事・諺,①,,52,下手な鍛冶屋も一度は名剣。,鍛冶,かじ,,
2645,B,f故事・諺,①,,53,賄賂には誓紙を忘る。,賄賂,わいろ,,
2646,B,f故事・諺,①,,54,火中の栗を拾う。,栗,くり,,
2647,B,f故事・諺,①,,55,画餅、飢えを充たさず。,餅,べい,,
2648,B,f故事・諺,①,x,56,糠に釘。,糠,ぬか,,
2649,B,f故事・諺,②,,1,海中より盃中に溺死する者多し。,溺死,できし,,
2650,B,f故事・諺,②,,2,篠を乱す雨。,篠,しの,,
2651,B,f故事・諺,②,x,3,二竪に冒される。,二竪,にじゅ,,
2652,B,f故事・諺,②,x,4,外面似菩薩、内心如夜叉。,菩薩,ぼさつ,,
2653,B,f故事・諺,②,x,5,洛陽の紙価を高める。,紙価,しか,,
2654,B,f故事・諺,②,x,6,渇しても盗泉の水を飲まず。,盗泉,とうせん,,
2655,B,f故事・諺,②,,7,世渡りの殺生は釈迦も許す。,釈迦,しゃか,,
2656,B,f故事・諺,②,x,8,窮鼠猫を嚙む。,窮鼠,きゅうそ,,
2657,B,f故事・諺,②,,9,嘘も方便。,嘘,うそ,,
2658,B,f故事・諺,②,x,10,歓楽極まりて哀情多し。,哀情,あいじょう,,
2659,B,f故事・諺,②,,11,眼光紙背に徹す。,紙背,しはい,,
2660,B,f故事・諺,②,x,12,魚の釜中に遊ぶが如し。,釜中,ふちゅう,,
2661,B,f故事・諺,②,,13,犬骨折って鷹の餌食。,餌食,えじき,,
2662,B,f故事・諺,②,x,14,禍福は糾える縄の如し。,糾,あざな,う,
2663,B,f故事・諺,②,x,15,巧詐は拙誠に如かず。,拙誠,せっせい,,
2664,B,f故事・諺,②,,16,糠に釘。,釘,くぎ,,
2665,B,f故事・諺,②,x,17,紅旗征戎、吾が事に非ず。,戎,じゅう,,
2666,B,f故事・諺,②,x,18,傘と提灯は戻らぬつもりで貸せ。,提灯,ちょうちん,,
2667,B,f故事・諺,②,x,19,葦の髄から天井覗く。,葦,よし,,
2668,B,f故事・諺,②,x,20,自慢の糞は犬も食わぬ。,糞,くそ,,
2669,B,f故事・諺,②,,21,七皿食うて鮫臭い。,鮫臭,さめくさ,い,
2670,B,f故事・諺,②,x,22,酒は天の美禄。,美禄,びろく,,
2671,B,f故事・諺,②,x,23,修身斉家治国平天下。,斉家,せいか,,
2672,B,f故事・諺,②,x,24,鐘も撞木の当たりがら。,撞木,しゅもく,,
2673,B,f故事・諺,②,,25,瓜に爪あり爪に爪なし。,瓜,うり,,
2674,B,f故事・諺,②,x,26,身体髪膚之を父母に受く。,髪膚,はっぷ,,
2675,B,f故事・諺,②,x,27,人を犯す者は乱亡の患いあり。,乱亡,らんぼう,,
2676,B,f故事・諺,②,x,28,危うきこと累卵の如し。,累卵,るいらん,,
2677,B,f故事・諺,②,,29,正直貧乏、横着栄耀。,栄耀,えいよう,,
2678,B,f故事・諺,②,x,30,積善の家には必ず余慶あり。,余慶,よけい,,
2679,B,f故事・諺,②,,31,糠に釘。,糠,ぬか,,
2680,B,f故事・諺,②,x,32,創業は易く守成は難し。,守成,しゅせい,,
2681,B,f故事・諺,②,,33,大道廃れて仁義有り。,仁義,じんぎ,,
2682,B,f故事・諺,②,x,34,断じて行えば鬼神も之を避く。,鬼神,きしん,,
2683,B,f故事・諺,②,,35,香炉峰の雪は簾をかかげて看る。,簾,すだれ,,
2684,B,f故事・諺,②,x,36,知者は未だ萌さざるに見る。,萌,きざ,す,
2685,B,f故事・諺,②,x,37,中流に舟を失えば一瓢も千金。,一瓢,いっぴょう,,
2686,B,f故事・諺,②,x,38,朝に紅顔ありて夕べに白骨となる。,紅顔,こうがん,,
2687,B,f故事・諺,②,x,39,朝菌は晦朔を知らず。,晦朔,かいさく,,
2688,B,f故事・諺,②,,40,爪の垢を煎じて飲む。,煎,せん,じる,
2689,B,f故事・諺,②,x,41,泥中の蓮。,蓮,はちす,,
2690,B,f故事・諺,②,x,42,天地は万物の逆旅、光陰は百代の過客。,逆旅,げきりょ,,
2691,B,f故事・諺,②,,43,一斑を見て全豹を卜す。,全豹,ぜんぴょう,,
2692,B,f故事・諺,②,,44,盗人猛猛しい。,猛猛,たけだけ,,
2693,B,f故事・諺,②,x,45,湯の辞儀は水になる。,辞儀,じぎ,,
2694,B,f故事・諺,②,,46,難波の葦は伊勢の浜荻。,荻,おぎ,,
2695,B,f故事・諺,②,,47,蠅が飛べば虻も飛ぶ。,虻,あぶ,,
2696,B,f故事・諺,②,x,48,飛鳥尽きて良弓蔵る。,良弓,りょうきゅう,,
2697,B,f故事・諺,②,x,49,百竿竿頭に一歩を進む。,竿頭,かんとう,,
2698,B,f故事・諺,②,x,50,咳唾珠を成す。,咳唾,がいだ,,
2699,B,f故事・諺,②,,51,ひょうたんから駒が出る。,駒,こま,,
2700,B,f故事・諺,②,x,52,文章は経国の大業、不朽の盛事。,経国,けいこく,,
2701,B,f故事・諺,②,,53,及ばぬ鯉の滝登り。,鯉,こい,,
2702,B,f故事・諺,②,x,54,郷原は徳の賊。,郷原,きょうげん,,
2703,B,f故事・諺,②,x,55,本卦還りの三つ子。,本卦,ほんけ,,
2704,B,f故事・諺,②,x,56,過ちて改めざる、是を過ちと謂う。,謂,い,う,
2705,B,f故事・諺,③,x,1,野に遺賢無し。,遺賢,いけん,,
2706,B,f故事・諺,③,x,2,嚢中の錐。,錐,きり,,
2707,B,f故事・諺,③,x,3,負け相撲の痩せ四股。,四股,しこ,,
2708,B,f故事・諺,③,x,4,欲の熊鷹股裂くる。,熊鷹,くまたか,,
2709,B,f故事・諺,③,x,5,外面似菩薩、内心如夜叉。,夜叉,やしゃ,,
2710,B,f故事・諺,③,,6,三たび諫めて聴かざれば則ち去る。,諫,いさ,める,
2711,B,f故事・諺,③,x,7,笑壺に入る。,笑壺,えつぼ,,
2712,B,f故事・諺,③,,8,両天秤をかける。,天秤,てんびん,,
2713,B,f故事・諺,③,x,9,礼儀は富足に生じ、盗窃は貧窮に起こる。,富足,ふそく,,
2714,B,f故事・諺,③,x,10,千里の馬は常に有れども伯楽は常には有らず。,伯楽,はくらく,,
2715,B,f故事・諺,③,,11,算盤で錠が開く。,算盤,そろばん,,
2716,B,f故事・諺,③,,12,金があれば馬鹿も旦那になる。,旦那,だんな,,
2717,B,f故事・諺,③,,13,昨日の錦、今日の綴れ。,綴,つづ,る,
2718,B,f故事・諺,③,,14,藁人形も衣装柄。,藁,わら,,
2719,B,f故事・諺,③,x,15,磯際で船を破る。,磯際,いそぎわ,,
2720,B,f故事・諺,③,x,16,錦を衣て昼行く。,錦,にしき,,
2721,B,f故事・諺,③,x,17,尺璧宝に非ず、寸陰是競う。,尺璧,せきへき,,
2722,B,f故事・諺,③,,18,鴨が葱を背負って来る。,葱,ねぎ,,
2723,B,f故事・諺,③,x,19,鳩に三枝の礼あり、烏に反哺の孝あり。,反哺,はんぽ,,
2724,B,f故事・諺,③,,20,袴の襠に雑魚溜まる。,雑魚,ざこ,,
2725,B,f故事・諺,③,,21,風が吹けば桶屋が儲かる。,桶屋,おけや,,
2726,B,f故事・諺,③,x,22,転がる石には苔は生えぬ。,苔,こけ,,
2727,B,f故事・諺,③,x,23,天機洩漏すべからず。,洩漏,せつろう,,
2728,B,f故事・諺,③,,24,義理の柵。,柵,しがらみ,,
2729,B,f故事・諺,③,x,25,箕山の志。,箕山,きざん,,
2730,B,f故事・諺,③,x,26,白頭新の如く、傾蓋故の如し。,白頭,はくとう,,
2731,B,f故事・諺,③,x,27,至誠天に通ず。,至誠,しせい,,
2732,B,f故事・諺,③,x,28,愚者も千慮に一得有り。,千慮,せんりょ,,
2733,B,f故事・諺,③,x,29,腹心の疾。,疾,やまい,,
2734,B,f故事・諺,③,,30,明珠を闇に投ず。,闇,やみ,,
2735,B,f故事・諺,③,,31,恩を仇で返す。,仇,あだ,,
2736,B,f故事・諺,③,x,32,牛蹄の魚。,牛蹄,ぎゅうてい,,
2737,B,f故事・諺,③,x,33,棚から牡丹餅。,牡丹餅,ぼたもち,,
2738,B,f故事・諺,③,,34,飛鳥川の淵瀬。,淵瀬,ふちせ,,
2739,B,f故事・諺,③,x,35,慌てる乞食は貰いが少ない。,貰,もら,う,
2740,B,f故事・諺,③,x,36,亭主の好きな赤烏帽子。,烏帽子,えぼし,,
2741,B,f故事・諺,③,x,37,やはり野に置け蓮華草。,蓮華草,れんげそう,,
2742,B,f故事・諺,③,x,38,三軍も帥を奪うべきなり、匹夫も志を奪うべからざるなり。,帥,すい,,
2743,B,f故事・諺,③,x,39,年寄りの愚痴。,愚痴,ぐち,,
2744,B,f故事・諺,③,,40,臆病者の義理知らず。,臆病,おくびょう,,
2745,B,f故事・諺,③,x,41,足袋は姉を履け、雪駄は妹を履け。,雪駄,せった,,
2746,B,f故事・諺,③,x,42,諫言耳に逆らう。,諫言,かんげん,,
2747,B,f故事・諺,③,x,43,石部金吉鉄兜。,兜,かぶと,,
2748,B,f故事・諺,③,,44,君子は豹変す。,豹変,ひょうへん,,
2749,B,f故事・諺,③,x,45,松柏の志。,松柏,しょうはく,,
2750,B,f故事・諺,③,x,46,瓜田に履を納れず。,瓜田,かでん,,
2751,B,f故事・諺,③,,47,茨も花持つ。,茨,いばら,,
2752,B,f故事・諺,③,x,48,梨花一枝、春、雨を帯ぶ。,梨花,りか,,
